BRD8	186.2413025
APOBEC3B	30.5197904
GDI1	182.5142005
BTG2	74.5425555
HBP1	32.4834632
POLR2A	261.1220595
MALAT1	190.805109604
ASPM	45.89890465
C6orf62	97.729275
KHDC4	97.85142
TWF1	56.61789945
MORF4L1	822.6871112
CDKN1B	60.64565427
PAIP1	90.4771381
AICDA	22.083605
KLC2	75.6660641287449
CCNG2	44.0592
JMJD1C	46.794366
ANKRD12	23.733917
NFKB2	82.8993936
TCTN1	17.523291035
CTNNB1	136.997661036067
NCOA3	88.0860175
CRY2	25.4088269
PTPN6	32.47185585
SNHG4	390.44383
ZFC3H1	37.929126
SERINC1	48.64085
NBR1	36.0666151
LGALS1	128.9837175
PRR12	30.716577
RBM5	75.09993055
BIRC3	119.17732715
5_8S_rRNA	3932.3759235
SNHG1	738.171255304657
RNA5-8SN3	3931.675
RNA5-8SN1	3931.675
RNA5-8SN2	3931.675
MDC1	54.6112815
NECAP1	39.883023357709
CPEB4	33.968443
IGHA1	56.011455
RASSF6	16.8348795
ATP6V1B2	72.7373474
ASH1L	12.42252685
H1-2	54.57163
RBM15	43.713505
PAPOLG	28.86046646
DNAJB2	50.4201027
KLHL11	11.03905
SQSTM1	221.4478627
AKAP8L	88.1597965247
GSK3A	139.31753895
ZNF791	18.453301
TBK1	62.31716485
GNL3	260.5417195
VPS4B	62.9814422
PRKAR1A	286.5383579
ARL6IP1	375.7384177
GABARAPL1	24.4695007
NORAD	81.1975045
KIF5B	102.106535
TRBC2	55.3011
RAB5B	43.9375795
ZNF92	27.88074
ECT2	52.76865885
ATP6V1A	58.4178657
EZH1	45.73001295
GPCPD1	24.3079156
PNRC1	53.541425
UBR1	17.3623488
GPBP1L1	123.123424
RNF44	92.455432
EMP3	209.5999505
VAMP2	44.9431605
ZNF721	65.5248165
TADA1	35.937045
TUBA1A	99.2359935
LINC01089	39.78085265
LENG8	153.8011496
FOXJ3	35.15214755
RACGAP1	105.33132965
MAFG	42.249372
UBAP2L	239.9364107613
GOLGA2	42.132331
SBNO1	31.2615
FTH1	1396.552523
KPNA5	18.16211275
RLF	12.34015
ZNF121	34.819415
GABARAP	239.19903
C6orf136	48.7480444
LTB	129.2908205
KIAA0232	13.729095
ZFR	66.78007565
GGNBP2	68.5448085
LMNA	41.28842085
RBM27	28.1900735
PUM1	57.701509
TERF2IP	111.605657055
VPS52	65.4716975
