chr1	1013496	1013497	+	ISG15	55.5486445
chr1	7771295	7771296	+	VAMP3	25.919345
chr1	25247086	25247087	-	RSRP1	105.57993355
chr1	25247453	25247454	-	RSRP1	105.57993355
chr1	25337839	25337840	-	RSRP1	105.57993355
chr1	31065694	31065695	-	PUM1	57.701509
chr1	40161386	40161387	+	RLF	12.34015
chr1	40315397	40315398	-	COL9A2	8.08931805
chr1	42335211	42335212	-	FOXJ3	35.15214755
chr1	42456558	42456559	+	PPCS	37.9220145
chr1	45500057	45500058	-	CCDC163	8.1489974
chr1	45686541	45686542	-	GPBP1L1	123.123424
chr1	45687101	45687102	-	GPBP1L1	123.123424
chr1	45688060	45688061	-	GPBP1L1	123.123424
chr1	51236290	51236291	+	RNF11	14.78562585
chr1	52526271	52526272	-	TUT4	55.20217035
chr1	52553091	52553092	-	TUT4	55.20217035
chr1	52553464	52553465	-	TUT4	55.20217035
chr1	77759666	77759667	-	USP33	33.39375675
chr1	77979302	77979303	+	DNAJB4	29.2567605
chr1	77979535	77979536	+	DNAJB4	29.2567605
chr1	78004939	78004940	+	DNAJB4	29.2567605
chr1	88684272	88684273	+	PKN2	18.3187755
chr1	88740989	88740990	+	PKN2	18.3187755
chr1	96721787	96721788	+	PTBP2	20.6769588
chr1	103525719	103525720	+	RNPC3	31.8828715
chr1	103525719	103525720	+	RNPC3	31.8828715
chr1	103525965	103525966	+	RNPC3	31.8828715
chr1	108746673	108746674	+	STXBP3	52.5790485
chr1	110339155	110339156	-	RBM15	43.713505
chr1	110339439	110339440	+	RBM15	43.713505
chr1	112619124	112619125	-	ST7L	6.824992515
chr1	112619663	112619664	-	ST7L	6.824992515
chr1	112674683	112674684	+	MOV10	12.83374135
chr1	112707126	112707127	-	RHOC	8.78955335
chr1	147172191	147172192	-	PRKAB2	19.369595
chr1	147172469	147172470	-	PRKAB2	19.369595
chr1	151198574	151198575	+	PIP5K1A	94.7396595
chr1	153536044	153536045	-	S100A6	24.3322863
chr1	154220954	154220955	+	UBAP2L	239.9364107613
chr1	154227279	154227280	+	UBAP2L	239.9364107613
chr1	155562831	155562832	-	ASH1L	12.42252685
chr1	155934408	155934409	-	KHDC4	97.85142
chr1	156126182	156126183	+	LMNA	41.28842085
chr1	161202371	161202372	+	NDUFS2	180.348827659494
chr1	165698591	165698592	-	ALDH9A1	57.8070425
chr1	166876256	166876257	-	TADA1	35.937045
chr1	186375253	186375254	-	TPR	59.9906832
chr1	197146648	197146649	-	ASPM	45.89890465
chr1	202144736	202144737	-	ARL8A	36.7067465
chr1	203305518	203305519	+	BTG2	74.5425555
chr1	203795634	203795635	+	ZC3H11A	79.3936445
chr1	204516412	204516413	+	MDM4	34.42294527
chr1	207050999	207051000	-	YOD1	5.4261995
chr1	211675620	211675621	-	NEK2	57.2554245
chr1	222712552	222712553	+	BROX	26.654741
chr1	222712827	222712828	+	BROX	26.654741
chr1	222713390	222713391	+	BROX	26.654741
chr1	226739280	226739281	-	ITPKB	29.743185
chr1	247104364	247104365	-	ZNF669	8.37538715
chr10	135518	135519	+	ZMYND11	6.1807329
chr10	3785208	3785209	-	KLF6	24.1201062
chr10	12129676	12129677	+	SEC61A2	26.77033765
chr10	17229277	17229278	+	VIM	341.85904525
chr10	27240585	27240586	-	ACBD5	38.0665730865
chr10	27240796	27240797	-	ACBD5	38.0665730865
chr10	27242110	27242111	-	ACBD5	38.0665730865
chr10	32056009	32056010	-	KIF5B	102.106535
chr10	32056424	32056425	-	KIF5B	102.106535
chr10	32347157	32347158	-	EPC1	85.069153
chr10	32378768	32378769	-	EPC1	85.069153
chr10	63268924	63268925	-	JMJD1C	46.794366
chr10	63269213	63269214	-	JMJD1C	46.794366
