SSR2	35.8749376
BRI3BP	14.97502
SLC16A1	33.54519065
SLC7A5	94.329286
FCRLA	61.00562899
PDIA4	19.234616
PPIB	71.896386
CORO1A	187.34965415
SLC1A5	54.0228171
NUP210	17.7484662
CDK4	65.3772779
RANBP1	222.584522
FAM53B	22.90987265
SLC43A3	58.3259055001816
H2AX	26.18381
SPN	17.89186
CALR	292.605636
COTL1	125.780332
ICMT	17.18404
HLA-DRA	258.573605
RBM17	160.664427
FEN1	41.892269
NCL	481.9108986
CD48	22.1511595
CSK	91.296465
TXNDC5	22.5921315
SLC7A1	25.4023085
P2RY8	38.18129
MYBL2	101.2261
SCARB1	17.80198615
SEC61A1	35.16677925
HLA-DQB1	30.8777283
SYK	27.651128
CTSC	24.2332460431
SNRPD2	193.2226037
TAP2	28.42546475
PPM1G	71.0008895
PAG1	6.7982635
PTDSS1	52.464059
JDP2	22.2535755
ACTG1	871.307077045536
LMAN2	48.14077245
FAM78A	20.444801
CKAP4	8.97956285
HLA-DPA1	133.0952825
BTBD2	18.9070054
APH1A	27.30795225
PRMT1	219.88508785
ATP2A3	37.9148619
DESI2	26.538244
BPNT2	9.7870471
DHCR24	26.97483995
HNRNPA0	19.50579
YWHAH	58.51913
UHRF1	37.05413295
TPX2	46.77091
TFDP1	247.502674
SHMT2	127.1654601
PGAM5	71.6419
TMEM131L	30.0796955
SNRPD1	85.15382995
SNRPF	154.16994345
PALM2AKAP2	22.0127304900735
ASF1B	33.7324022
SLC19A1	16.817166505
PTPRCAP	20.62525
MFSD14B	26.0341635
ERP29	40.33909
CDKN2A	78.118012
TCF3	343.4388425
SIAH2	10.7549905
CCDC85B	22.2513
LMNB2	51.32793195
SLC29A1	33.83267215
HMGN2	237.8723635
TUBB4B	233.6581
DAZAP1	141.03748
CYB5B	46.77134443
STOML2	102.084875
CBFA2T3	32.2811015
GATAD2A	41.40659685
ACTB	1457.61775085
NPM3	94.211385
PDIA3	135.558768972908
GPT2	39.071122
TOR3A	19.6507995
IGKV3-20	3890.195
TXN	130.2427415
MPZL1	37.4229425
SIGMAR1	35.2725333
IRF8	72.6762475
PFN1	1043.45915
RUVBL1	51.6129551
SAPCD2	33.33685
NUDT3	8.563975
ETS1	41.0048229
NSD2	67.2087027
