SNHG29	4214.4011342137
SLC25A6	759.82528
ODC1	314.768006
HSPH1	89.632405
B2M	936.55138855
HNRNPU	374.3824503
DNMT1	120.36009033954
EIF5A	1283.122555
CFL1	795.0539882
HDGF	312.913318
RPS12	7536.045
ATP5MC2	727.43132995
DDX6	80.1470595
EIF4G1	231.127313232
PDCD11	41.29207
XPO1	186.1623788
CCT5	780.561865
POU2AF1	112.1961114
SNHG6	602.7187051
THRAP3	77.268495
RPL22L1	2077.93821
SPTAN1	75.0505337000731
STMN1	440.4184616
ILF3	294.33503745
ALOX5	145.55992
NOP14	64.50445975
UHMK1	44.3408715
PPP1R16B	29.0136915
NUTF2	272.3193849
CS	234.35495735
KHDRBS1	127.879385
BCLAF1	190.188508525306
ALDOA	588.58513995
LIG1	51.5423851399968
TMSB10	920.2495
ARHGDIA	305.317859
ECPAS	69.6854365
GTF2I	168.96607105
CYC1	225.697882
GSTP1	331.1236675
LAPTM5	121.70344
GAS5	1835.10515378632
XPOT	90.76098
RMND5A	40.6961265
SREBF2	85.156474
ANKRD52	33.8829017
DNAJA1	175.1078495
HMGN1	273.709234
TGOLN2	22.4565655
CHAF1A	48.79486235
E2F2	28.890105
CALM3	164.872735
DYNC1H1	64.8334620475734
WIPF1	125.91878965
DDX24	124.0100915
SERP1	103.7604105
RPL10	4776.52446915
AZIN1	170.43109415
ABR	54.55376295
SRSF2	336.6047305
SUN1	118.829532251798
EXOSC10	93.0103458
RERE	45.0824554
PHGDH	266.61365715
XRCC6	293.1369785
DDX39A	225.4541506
RPL21	5174.12635
WAC	140.52069275
RPL12	5362.29651
HNRNPA2B1	772.460160575961
PDCD2	116.748519050178
HDAC1	237.91150875
KAT2A	62.649464
CGGBP1	47.506733
SNRPA	143.0825845
TRAP1	289.8637045
PA2G4	348.801265
SEPTIN6	117.1481775
YTHDC1	83.3036725
LAS1L	54.17095094
MARF1	28.54529755
SF3A2	146.1255885
CDC123	240.7195954
AHSA1	333.3120583
STK4	39.05313895
ITSN2	45.4772528
RFTN1	128.622794
SF3B3	150.521048
RPLP0	5336.2143722
RBBP6	62.120955565
NOP9	14.9897435
CREBZF	35.46585735
ANAPC5	122.88702255
UBR4	45.5844194
SMARCD2	96.6451949385
GSR	52.83865085
RTF1	29.87676
FKBP4	100.4007447
ACO2	103.97608385
PHF19	118.865402
DYNLL1	361.7769445
PES1	195.46039915
CSE1L	171.215155
TRIM27	33.95868665
FTL	2427.2754
VARS1	102.156565
CTPS1	53.34794225
FBXO41	28.9282825
IQGAP1	89.87531015
ADH5	109.97915415
METTL17	74.50295105515
NCAPG	75.16292
CSDE1	470.275732649385
CCT3	405.55391295
TRABD	73.0653605
NOL11	69.06546645
DIAPH1	29.768191317504
S1PR2	26.8323
SF3B4	65.91034
HP1BP3	242.26955395
RPRD2	18.5783695
AKIRIN1	72.985565
SET	534.3469483
TRANK1	25.0474025
PLEKHB2	75.83482705
SAE1	140.16114235
SLC5A6	56.437719
MEF2B	210.730985
BAZ1B	67.981815
CELF1	54.4032727
CKS2	684.6755
TIMM50	152.2556224
CAPN1	40.24985915
CLSPN	17.0770935
DDX41	101.879142
ARPC5	111.6731605
PTPN11	67.81729755
NBEAL2	37.0408158
TDG	65.09189845
PRRC2B	56.066335
CAD	53.034457
TMEM259	124.0007575
AGO2	29.61461325
GALNT2	25.806004
RPL29	943.772067
DOCK2	39.64714475
LAMP2	25.5523535
APBB1IP	48.32646745
TBRG4	135.18999755
ARFGAP2	52.3441502
PPP2CB	66.06243665
AKAP13	36.60126215
USP7	126.663908419454
ATRX	25.2224423
NPIPB3	95.4861643
SEPTIN2	232.73737789251
NME1	294.978674
NCAPD3	35.81695185
MSANTD7	31.70814
ARFGEF2	19.6973165
DCAF12	71.1618192
PRDM15	78.3794755
TGFBRAP1	18.33999
ATG4B	87.94936675
HNRNPA1	1783.2568473
MARCHF7	99.6237285
CHTOP	60.2678485
PSMB4	265.63661
ZFAND5	74.2788675
VCP	125.34056325
TSNAX	49.515861
PPTC7	61.8931215
ZFP91	38.71255
TOP3A	23.1891498
TBC1D9B	51.5772491
EIF2B4	61.2907609
PDXDC1	59.6042641
RER1	151.64908
FXR1	193.73457905
MRPL3	134.8797505
POGZ	39.4478732
SNRNP200	167.593868
SNX5	268.673349
IWS1	35.1671954
CYBA	246.9611462
ARID4B	23.10045665
RBBP8	54.0932171
ZC3H13	24.6577825
EHMT2	38.7929328
BAG6	198.291332414835
LSP1	81.608849
AP1M1	58.75784985
WDR1	84.807568
HMGCR	41.3954642
GOLGB1	11.7322854735751
PKD1	55.27940539
TRAPPC8	29.238183365
